67 436
38 62 8
38 31 8
38 44 3
38 35 -3
38 26 4
38 19 10
39 59 10
39 32 1
39 30 5
39 37 0
39 18 0
39 48 -10
39 25 6
40 25 -10
40 19 3
40 53 -3
40 36 -5
40 14 4
40 22 -10
40 66 -10
41 21 -2
41 24 -8
41 10 3
41 44 -3
42 6 1
42 22 -10
42 30 2
42 59 -6
42 56 0
42 31 6
43 40 -7
43 34 3
43 60 -3
43 2 -5
43 26 -1
43 21 -9
43 27 7
44 2 -5
44 62 9
44 11 -3
44 3 -4
45 39 1
45 26 9
45 14 8
45 58 -9
45 24 6
46 3 7
46 9 10
46 32 -1
46 24 0
46 14 -5
46 61 -2
46 47 -9
46 5 -3
46 12 -4
47 55 -5
47 23 9
47 66 -4
48 24 -2
48 19 -5
48 26 8
48 63 -5
48 15 3
48 18 1
48 55 1
48 62 -3
48 40 6
48 22 -10
48 58 -4
48 61 1
49 19 10
49 47 -3
49 30 2
49 50 1
49 34 -7
49 58 -10
49 35 3
49 53 4
49 39 5
49 46 -6
49 7 1
50 2 -4
50 18 9
50 37 4
50 39 -1
51 55 3
51 4 1
51 59 -8
51 34 -7
51 45 -7
51 61 -9
52 42 1
52 13 -9
52 47 6
52 66 0
52 38 1
52 59 -2
52 53 -9
52 33 7
52 41 0
53 47 6
53 15 4
53 38 -7
53 58 -10
53 45 -10
53 3 7
53 4 -1
54 8 -1
54 59 9
54 28 10
54 23 1
54 30 0
54 20 8
54 36 -6
55 36 -7
55 53 1
55 49 -3
55 1 -3
55 56 -2
55 38 0
55 22 -3
56 55 9
56 52 -4
56 40 -8
56 42 9
56 62 -2
57 48 2
57 33 3
57 46 -4
57 40 2
57 5 -4
57 60 -1
57 2 -9
57 37 -2
58 31 -1
58 53 -3
58 50 -9
58 24 5
58 49 -10
58 55 -4
58 54 -3
58 39 -4
58 25 -8
59 26 -1
59 41 0
59 4 -3
59 10 -2
59 17 -7
60 16 5
60 38 -7
60 21 8
60 54 2
61 38 3
61 66 9
61 28 0
61 5 -3
61 64 -2
61 27 -6
62 10 -7
62 3 -3
62 38 9
62 27 5
62 59 -8
62 26 -3
62 37 -10
62 25 -7
62 41 10
63 24 -4
63 42 9
63 62 10
63 8 -10
64 12 5
64 18 9
64 14 2
64 6 9
64 16 4
64 63 5
64 7 8
64 3 9
65 63 10
65 13 -1
65 43 5
65 54 -9
65 27 -9
66 44 -7
66 5 -5
66 27 8
66 2 -3
67 46 -3
67 9 3
67 61 -5
67 17 5
67 57 0
67 29 -4
