100 474
42 92 -10
42 83 7
42 72 5
42 86 -4
42 33 -9
42 15 6
43 24 9
43 67 -10
43 100 -9
44 65 -4
44 50 0
44 72 -2
44 59 -9
45 50 4
45 71 6
45 40 6
45 57 -9
45 92 -6
46 30 -3
46 72 7
46 37 1
47 15 3
47 57 6
47 84 7
47 65 6
48 28 5
48 40 9
48 80 7
48 64 4
48 27 -3
49 41 2
49 50 -2
49 39 -9
49 97 -10
49 58 -4
49 62 -9
49 85 -6
49 4 4
50 45 -4
50 100 -10
50 22 -4
50 92 6
50 20 8
51 91 8
51 99 -5
51 25 -3
51 59 5
51 21 -9
51 44 -7
52 93 -9
52 4 -10
52 67 5
52 33 2
52 16 10
52 50 8
52 48 0
52 27 -7
53 37 -10
53 54 -3
53 32 0
54 80 10
54 49 -3
54 83 -10
54 59 -5
54 87 9
54 50 -8
55 1 -10
55 40 10
55 43 -3
56 22 -7
56 85 -9
56 81 5
56 2 2
56 57 -1
57 2 -10
57 11 10
57 13 2
57 88 5
57 72 5
58 20 -7
58 43 -5
58 96 3
59 70 -2
59 46 10
59 68 5
59 18 -1
60 67 8
60 41 1
60 29 -2
61 23 -4
61 87 4
61 5 -10
62 60 2
62 53 5
62 80 -1
62 92 1
62 19 10
63 37 -4
63 96 3
63 19 2
63 91 8
63 2 10
63 15 -1
63 64 7
64 81 -3
64 18 10
64 89 0
64 26 -1
65 75 0
65 63 -1
65 3 3
66 97 -7
66 11 6
66 45 6
66 27 6
66 48 9
67 32 -8
67 81 -3
67 48 7
67 19 -2
67 65 1
67 92 -7
67 25 4
67 46 5
68 20 -2
68 59 -2
68 64 0
68 12 -4
68 11 -9
68 70 3
69 64 5
70 80 9
70 11 -5
70 45 1
70 59 6
70 12 9
71 56 -4
71 38 -6
71 78 -6
71 76 -10
71 97 4
71 19 -10
72 32 3
72 83 7
72 57 -5
72 40 5
73 67 -1
73 37 10
74 47 -10
74 58 7
75 81 1
75 86 -10
75 91 0
75 72 -6
76 47 -2
76 38 -3
76 31 5
76 36 2
76 4 7
76 16 9
76 97 -2
76 25 9
76 2 -1
77 23 -1
77 56 -9
77 4 -4
77 5 -5
77 76 5
79 29 -5
79 18 -7
79 38 9
79 97 0
80 16 -8
80 1 -6
80 86 0
80 55 2
81 22 2
81 35 10
81 38 0
81 47 -7
81 90 2
82 93 -2
82 79 -8
82 57 -1
82 71 -6
82 63 -6
82 52 4
82 76 -2
82 26 8
83 31 5
83 79 1
83 57 -1
83 61 -4
83 3 8
83 13 -6
84 56 -8
84 67 8
85 96 9
85 16 1
85 11 4
85 55 -6
85 80 10
86 77 3
86 21 -1
86 58 -5
87 52 1
88 60 8
88 12 -5
88 14 8
88 18 -2
89 75 -7
89 23 -2
89 31 8
89 47 -8
89 93 0
90 38 -2
90 69 10
90 94 6
90 31 2
90 3 -4
90 25 -7
90 61 2
91 49 3
91 14 4
91 66 3
92 73 2
92 38 -1
92 3 -10
92 95 -5
93 81 -7
93 85 8
93 40 -3
93 33 -1
94 56 4
94 21 7
94 85 4
94 55 -3
94 20 -7
94 76 -10
94 37 5
94 58 4
94 39 6
95 37 -10
95 77 9
95 76 2
95 52 -4
95 14 1
95 34 -8
95 12 -5
96 54 5
96 16 4
97 74 -9
97 64 -8
97 26 7
97 79 -5
97 69 -3
97 88 4
98 44 -8
98 100 8
98 19 7
98 58 9
98 12 9
98 18 -5
98 53 -8
98 46 5
98 64 0
99 28 7
99 92 -9
99 81 -4
99 27 2
100 50 5
100 89 -2
100 6 1
100 28 5
