100 446
74 28 -10
74 95 -3
75 95 3
75 2 -3
76 85 -3
77 37 -6
78 19 6
78 4 8
78 23 -6
78 44 10
78 62 1
78 57 10
78 92 7
78 87 5
78 85 3
79 67 -7
79 19 9
80 19 10
80 69 -6
80 90 -2
80 37 -3
80 20 10
81 89 1
81 56 -6
81 58 -10
81 86 9
81 22 -1
81 31 8
81 51 -10
81 25 -10
81 6 -2
81 38 -2
82 3 5
82 20 -6
82 48 9
82 43 4
82 41 -8
83 95 -10
83 36 10
84 45 -3
84 90 -9
84 55 -6
84 51 9
85 59 -7
85 86 0
85 20 2
85 5 -2
86 37 4
86 96 -3
86 51 4
86 12 6
87 1 -10
87 100 8
88 86 1
88 22 -2
88 12 9
88 29 -3
88 94 6
89 26 6
89 69 -4
89 24 6
89 94 -9
89 20 0
90 31 5
90 27 0
90 33 -1
90 5 -7
90 87 4
91 96 7
91 10 -3
91 60 -2
91 6 -7
91 83 1
91 34 1
91 52 -3
91 30 -4
91 42 3
92 35 -7
92 51 10
92 58 10
92 66 -8
93 60 2
93 31 -7
93 86 -9
93 87 -5
93 75 6
93 69 -8
94 32 -5
94 100 -8
94 91 7
94 5 -6
94 57 0
94 60 4
94 40 -9
95 22 2
95 2 2
95 38 4
96 13 6
96 22 -3
96 76 -9
97 47 -8
97 96 -2
97 3 6
97 9 -2
97 2 -1
97 72 1
97 64 10
98 57 -10
98 63 10
98 46 5
98 31 -7
98 88 -5
98 21 3
99 98 5
99 24 4
99 17 -9
99 61 -3
99 47 -3
99 58 5
100 86 4
100 43 -9
100 20 4
100 17 -1
100 77 3
