27 439
16 11 -8
16 26 5
16 10 -4
16 9 8
16 5 -4
16 12 -7
16 21 -8
16 6 -1
16 18 10
16 25 1
16 22 9
16 20 -5
16 14 2
16 15 9
16 8 6
16 7 3
16 17 -6
16 13 8
17 6 7
17 21 2
17 16 6
17 26 0
17 27 -3
17 3 -7
17 4 -6
17 15 10
17 14 -10
17 22 -6
17 8 1
17 24 1
17 18 1
17 10 -5
17 19 4
17 12 6
18 23 -8
18 27 7
18 1 4
18 22 -8
18 11 -8
18 4 8
18 7 0
18 10 -2
18 16 2
18 9 10
18 19 6
18 17 5
18 21 -5
18 24 -9
18 15 7
18 8 8
18 12 -10
19 16 2
19 23 9
19 15 5
19 2 -5
19 3 9
19 14 -7
19 11 9
19 17 5
19 18 -4
19 24 2
19 13 1
19 1 9
19 8 2
19 4 -8
19 22 7
20 2 -10
20 5 -4
20 8 10
20 17 -7
20 24 10
20 9 7
20 19 9
20 22 4
20 25 2
20 15 4
20 13 7
20 21 8
21 3 -7
21 2 -4
21 5 10
21 9 8
21 12 10
21 26 4
21 11 -1
21 22 1
21 19 10
21 24 -1
21 20 -10
21 8 7
21 1 -5
21 17 2
21 14 -9
21 25 -6
21 13 4
21 16 -9
21 27 -1
21 23 -2
21 6 -7
21 15 -7
22 26 -10
22 10 7
22 25 -9
22 24 -8
22 5 -2
22 8 2
22 17 -5
22 20 -8
22 15 2
22 14 -8
22 6 0
22 9 -3
22 13 -2
22 21 -10
22 4 -2
22 3 9
22 23 -3
22 27 5
22 12 -2
23 17 -8
23 21 -7
23 5 3
23 3 -6
23 26 1
23 7 -3
23 2 9
23 13 1
23 25 0
23 20 -2
23 4 -6
23 1 2
23 8 -10
23 10 -1
23 16 -3
23 15 -3
23 12 -4
23 11 3
23 27 3
23 9 -3
23 19 1
23 24 6
24 18 0
24 25 -9
24 14 6
24 19 7
24 11 -4
24 15 5
24 8 9
24 20 6
24 2 -10
24 4 3
24 26 8
24 7 -3
24 5 7
24 13 2
24 6 -8
24 3 1
24 23 -7
25 13 1
25 7 2
25 14 -10
25 9 10
25 26 2
25 10 -6
25 18 2
25 20 1
25 22 -8
25 27 -4
25 12 -10
25 19 -10
25 8 -4
25 3 9
25 23 6
25 17 -4
25 16 4
25 24 5
26 14 -9
26 15 6
26 18 -10
26 25 0
26 16 -3
26 17 -9
26 20 6
26 5 -7
26 10 2
26 12 -7
26 19 1
26 24 -10
26 8 1
26 3 6
27 6 10
27 19 5
27 16 -4
27 9 -5
27 10 2
27 15 7
27 23 -10
27 5 1
27 18 2
27 2 -2
27 20 -4
27 8 10
27 11 2
27 13 -9
27 3 3
